product_id,product_name,product_description,product_price,product_sizes,product_colors,brand_id
128,Gucci Adidas Gourmette Trefoil Pendant Necklace,"Introducing the exquisite Gucci Adidas Gourmette Trefoil Pendant Necklace, a masterpiece born from the iconic collaboration between the luxury Italian fashion house Gucci and the legendary sportswear brand Adidas. This stunning necklace symbolizes the perfect fusion of high fashion and athletic spirit, making it a groundbreaking addition to any accessory collection. Crafted with meticulous attention to detail, this pendant necklace showcases a bold Trefoil symbol, representing Adidas' heritage, elegantly suspended from a gourmette chain that echoes Gucci's penchant for luxurious, bold designs. The result is a piece that resonates with the energy of both brands, creating a new emblem of contemporary luxury. The Gucci Adidas Gourmette Trefoil Pendant Necklace is more than just an accessory; it's a statement. Made from high-quality materials, it reflects the craftsmanship and sophistication that both Gucci and Adidas are renowned for. Its design is both modern and timeless, offering a versatile piece that complements any outfit, from casual to formal. This limited edition necklace comes in pristine condition, complete with original packaging, ensuring its authenticity and making it a coveted item for collectors and fashion enthusiasts alike. It represents not only a unique blend of the athletic and luxury worlds but also stands as a testament to the innovative collaboration between two of the most influential brands in the fashion industry. Whether you're a die-hard fan of Gucci or Adidas, or simply someone who appreciates the finer things in life, the Gucci Adidas Gourmette Trefoil Pendant Necklace is an essential addition to your collection. It embodies the spirit of collaboration and creativity, making it a unique and valuable piece that will elevate your style to new heights.","1500.00",One Size,Black,2
129,GUCCI x Adidas Ophidia Round PVC Leather GG,"Discover the epitome of luxury sportswear fusion with the GUCCI x Adidas Ophidia Collaboration Brown Round PVC Leather GG Crystal Trefoil Purse. This extraordinary piece marks a significant milestone in fashion, where the heritage and craftsmanship of Italian luxury meet the dynamic spirit of athletic innovation. The collaboration between Gucci and Adidas brings forth a purse that is not just an accessory but a symbol of avant-garde elegance and sporty flair. Crafted with precision, this round purse combines Gucci's iconic GG Supreme canvas with Adidas' legendary Trefoil, crystallized for a dazzling effect that captures attention from every angle. The brown PVC leather encapsulates the purse, offering a durable and stylish exterior that speaks volumes of its high-end quality and design. The integration of the crystal Trefoil amidst the GG canvas showcases a seamless blend of both brands' identities, making it a standout accessory for any occasion. The Ophidia line's signature elements, such as the green and red Web stripe, further enhance the purse's appeal, paying homage to Gucci's rich history while embracing Adidas' iconic influence. Its compact yet spacious design ensures that it is not only a statement piece but also a practical accessory for everyday use. This limited edition GUCCI x Adidas Ophidia Collaboration Purse comes in pristine condition, accompanied by original packaging, certifying its authenticity and exclusivity. It's a collector's dream and a fashion enthusiast's treasure, offering a rare opportunity to own a piece of history where luxury fashion and sportswear converge. Perfect for those who dare to stand out and appreciate the craftsmanship of Gucci and the innovative spirit of Adidas, this purse is a testament to what happens when two giants of their respective industries join forces. The Brown Round PVC Leather GG Crystal Trefoil Purse is not just an accessory; it's a statement of style, luxury, and sporty elegance, making it a must-have in your collection.","2100.00",One Size,Black,2
130,Hello Kitty Bucket Hat,"Say hello to the hat they'll want to wear every day. Sporting an allover Hello Kitty print, this adidas bucket hat is a kid's forever favorite. Made of pure cotton twill, it promises comfort for the entire wear. An all-around brim helps keep the sun off, and the Trefoil badge feels sporty and fresh. Our cotton products support more sustainable cotton farming.",32.00,"OSFC, OSFY, OSFW, OSFM",Black,2
131,Hoops 3.0 Mid Classic Vintage Shoes,"VERSATILE MID-CUT BASKETBALL-INSPIRED SHOES. Pick up your dry cleaning or chill in the park with your pals. Dress in track pants or chinos. Wear whatever you want as you do all of your everyday deeds in style and comfort in these adidas shoes. The iconic 3-Stripes on the synthetic leather upper, plus a rubber cupsole underneath, create a heritage vibe.",75.00,"3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5, 14",Black,2
132,Oliver Sixties Sun,"The Nineteen Sixties collection is defined by its bold aesthetic and is inspired by the distinctive style of the era.  Oliver Sixties Sun takes the design influence of the iconic Oliver and redefines it with the Nineteen Sixties exclusive details.  The details include a drastic angled bevel, filigreed corewire that is inspired by gilded patterns found on the collectible leather-bound books of the era, and a custom plaque and hinge shape pulled from the repeat pattern on the corewire.  Rich acetate hues and glass lenses in dark saturated colors complete the look.",619.00,"Regular, Universal",Black,2
133,Oversized Collegiate Jacket,"The throwback style of this oversized adidas jacket calls you back to the roots. With retro ribbed cuffs and a loose, casual shape, it's perfect for cozy weekends or nights out with friends. Faux leather sleeves and snap-button pockets keep the vibe sporty yet polished. Show your spirit for the Originals lifestyle with this classic piece of athletic-inspired fashion.",170.00,"2XS, XS, S, M, L, XL, 2XL",Black,2
134,OWNTHEGAME Basketball Shoes,"BASKETBALL SHOES FOR ALL-GAME COMFORT. Own the court with adidas' latest release of the Ownthegame 2.0. The versatile cut allows for all-day wear on and off the hardwood. Show off the bold 3-Stripe branding as you make your way up and down the court. A lightweight yet responsive Lightmotion midsole keeps you on your toes for quick cuts and crossovers. The dual-mesh upper provides breathability for intense play. A molded heel clip locks you in for hard-fought possessions in the paint. Traditional tongue construction offers familiar comfort. The Adiwear outsole withstands the pounding of countless pick-up games and practice sessions alike. From pre-game warmups to the final buzzer, the Ownthegame 2.0 delivers performance and style worthy of the big leagues. This product features at least 20% recycled materials. By reusing materials that have already been created, we help to reduce waste and our reliance on finite resources and reduce the footprint of the products we make.",70.00,"6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 14, 15",Black,2
135,Pride Dress,"The minimalist, versatile Dress Pride RM blends originality and comfort. Featuring iconic 3-Stripes down the sides and a small printed Trefoil at the chest, this sleeveless A-line dress connects you to the adidas legacy of pushing creative boundaries. A collaboration with South African designer Rich Mnisi, this piece revels in a slim, snug silhouette and a bold print that will make an impression wherever you go. Effortlessly pairing sporty style with a fashion-forward aesthetic, the Dress Pride RM is made to move you seamlessly through your day and into the evening. This product is made with at least 70% recycled materials. By reusing materials that have already been created, we help to reduce waste and our reliance on finite resources and reduce the footprint of the products we make.",26.00,"2XS, XS, S, M, L, XL",Black,2
136,The Commando 2.0 Sunglasses,"Our best-selling aviator just got a major quality transformation. Known for its colorful lenses and universal appeal, The Commando 2.0 is a step above. We took the same design that everyone loves and added thicker temples for a sturdier and more substantial feel. We also upgraded the stainless steel and construction for longer-lasting durability. But don't worry, items still lightweight with a comfortable fit. Going commando is now better than ever.",49.95,"M, L",Black,2
137,Adidas Originals Women's Adibreak Skirt,Skirts by adidas Originals Lower-half looks High rise Inner drawcord waist Zip side pockets adidas branding Press-stud sides Regular fit,60.00,"XS, S, M, L, XL, 2XL",Black,2
